Year,Geography,GeographyType,Indicator,Drug type,Value,ValueType
2019,Stewart,County,All Drug Overdose Deaths,All Drug Overdose Deaths,8,Count
2019,Stewart,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2019,Stewart,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2019,Stewart,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2019,Stewart,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2019,Stewart,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2019,Stewart,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2019,Stewart,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2019,Stewart,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2019,Stewart,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2019,Stewart,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2019,Stewart,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2019,Stewart,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,8,Count
2019,Sullivan,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,7,Count
2019,Sullivan,County,Drug Overdose Deaths Involving Cocaine, Cocaine,3,Count
2019,Sullivan,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,9,Count
2019,Sullivan,County,Drug Overdose Deaths Involving Heroin, Heroin,5,Count
2019,Sullivan,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,8,Count
2019,Sullivan,County,Drug Overdose Deaths Involving All Opioids, All Opioids,16,Count
2019,Sullivan,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,7,Count
2019,Sullivan,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,6,Count
2019,Sullivan,County,All Drug Overdose Deaths,All Drug Overdose Deaths,24,Count
2019,Sullivan,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),7,Count
2019,Sullivan,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving All Opioids, All Opioids,12,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2019,Sullivan,County,All Drug Overdose Deaths,All Drug Overdose Deaths,17,Rate
2019,Sullivan,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,8,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,7,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,3,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,9,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Heroin, Heroin,5,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,8,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,16,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,7,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,6,Count
2019,Sullivan Metro,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,24,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),7,Count
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,12,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2019,Sullivan Metro,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,17,Rate
2019,Sullivan Metro,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2019,Sumner,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,15,Count
2019,Sumner,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,6,Count
2019,Sumner,County,Drug Overdose Deaths Involving Cocaine, Cocaine,3,Count
2019,Sumner,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,29,Count
2019,Sumner,County,Drug Overdose Deaths Involving Heroin, Heroin,11,Count
2019,Sumner,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,9,Count
2019,Sumner,County,Drug Overdose Deaths Involving All Opioids, All Opioids,38,Count
2019,Sumner,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,10,Count
2019,Sumner,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,6,Count
2019,Sumner,County,All Drug Overdose Deaths,All Drug Overdose Deaths,47,Count
2019,Sumner,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),12,Count
2019,Sumner,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,8,Rate
2019,Sumner,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2019,Sumner,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2019,Sumner,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,17,Rate
2019,Sumner,County,Drug Overdose Deaths Involving Heroin, Heroin,6,Rate
2019,Sumner,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2019,Sumner,County,Drug Overdose Deaths Involving All Opioids, All Opioids,21,Rate
2019,Sumner,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,6,Rate
2019,Sumner,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2019,Sumner,County,All Drug Overdose Deaths,All Drug Overdose Deaths,26,Rate
2019,Sumner,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),6,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,59,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,35,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,18,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,102,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,32,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,22,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,126,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,47,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,34,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,150,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),52,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,217,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,96,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,66,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,357,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,124,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,113,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,433,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,171,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,90,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,500,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),166,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,232,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,91,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,77,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,280,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,104,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,119,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,384,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,167,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,84,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,498,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),175,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,226,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,95,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,83,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,217,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,76,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,129,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,331,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,116,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,83,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,491,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),159,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,156,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,62,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,78,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,115,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,37,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,92,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,209,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,71,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,58,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,343,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),90,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,20,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,14,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,12,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,12,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,7,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,32,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,47,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,7,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,12,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,86,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),9,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,2,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,7,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,2,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,12,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,1,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,1,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,2,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,298,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,168,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,96,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,330,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,115,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,215,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,521,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,195,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,156,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,735,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),229,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,612,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,227,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,238,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,756,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,265,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,300,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,1021,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,384,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,207,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,1353,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),422,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,718,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,347,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,179,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,887,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,324,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,452,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,1303,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,461,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,318,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,1752,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),596,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,185,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,46,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,153,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,190,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,53,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,62,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,225,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,111,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,44,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,320,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),50,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,4,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,2,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,9,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,2,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,1,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,12,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,4,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,1,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,13,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),3,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,910,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,395,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,334,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1087,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,380,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,515,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,1543,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,579,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,363,Count
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,2089,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),651,Count
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,4,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,2,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,12,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,4,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,3,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,14,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,5,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,4,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,17,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),6,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,23,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,10,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,7,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,38,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,13,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,12,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,46,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,18,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,9,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,53,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),17,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants, All Stimulants,27,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,11,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine, Cocaine,9,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl, Fentanyl,33,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin, Heroin,12,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,14,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids, All Opioids,45,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,20,Rate
2019,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,10,Rate
2019,Tennessee Statewide,State,All Drug Overdose Deaths,All Drug Overdose Deaths,59,Rate
